text,label,Experience of Unity,Spiritual Experience,Blissful State,Insightfulness,Disembodiment,Impaired control and cognition,anxiety,Complex imagery,elementary imagery,audio-visual synesthesiase,Changed meaning of percepts,Oceanic Boundlessness,Ego-Dissolution,Visionary Restructuralization,Additional Items of Secondary Scale
"Having an emotion (for example, fear, sadness, anger, happiness) that doesn’t feel like it is 'yours",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Things around you suddenly seeming strange,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Having pain in your genitals (for no known medical reason,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Having another personality that sometimes ‘takes over,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hearing yourself talk, but you don’t feel that you are choosing the words that are coming out of your mouth",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forgetting errands that you had planned to do,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Feeling that your mind or body has been taken over by a famous person (for example, Elvis Presley, Jesus Christ, Madonna, President Kennedy, etc",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trying to make someone jealous,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Feeling as if close friends, relatives, or your own home seems strange or foreign",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Reliving a traumatic event so vividly that you totally lose contact with where you actually are (that is, you think that you are ‘back there and then",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Having difficulty swallowing (for no known medical reason,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Being puzzled by what you do or say,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seeing images of a child who seems to ‘live’ in your head,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Being told of things that you had recently done, but with absolutely no memory of having done those things",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thoughts being imposed on you or imposed on your mind,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pretending that something upsetting happened to you so that others would care about you (for example, being raped, military combat, physical or emotional abuse, sexual abuse, etc",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strong thoughts in your head that “come from out of nowhere,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Having blank spells or blackouts in your memory,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Not remembering what you ate at your last meal---or even whether you ate,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Your mind being controlled by an external force (for example, microwaves, the CIA, radiation from outer space, etc",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Having no feeling at all in your body (for no known medical reason,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Feeling divided, as if you have several independent parts or sides",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nobody cares about you,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hearing voices in your head that argue or converse with one another,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Losing’ a chunk of time and having a total blank for it,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strong feelings of emotional pain and hurt that come from out of nowhere,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"While reading, you find that you are thinking about something else",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Having strong impulses to do something---but the impulses don’t feel like they belong to you,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feeling empty and painfully alone,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feeling mechanical or not really human,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Things around you feeling unreal,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pretending that you have a physical illness in order to get sympathy (for example, flu, cancer, headache, having an operation, etc",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Not being able to see for a while (as if you are blind) (for no known medical reason,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feeling that the color of your body is changing,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feeling split or divided inside,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Finding things at home (for example, shoes, clothes, toys, toilet articles, etc.), that you don’t remember buying",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feeling very detached from your behavior as you “go through the motions” of daily life,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feeling mad,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Being unable to remember who you are,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Talking to others about how you have been hurt or mistreated,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Being in a familiar place, but finding it strange and unfamiliar",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feeling uncertain about who you really are,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coming to’ in the middle of a conversation with someone and having no idea what you and that person have been talking about---you didn’t even know that you were having a conversation,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Talking to others about very serious traumas that you have experienced,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Being told that there were times when you did not recognize friends or family members (for example, asking your spouse or friend, “Who are you",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Being rejected by others,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feeling the presence of an old man inside you who wants to read his newspaper or go to the bathroom,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Being unable to remember your name, or age, or address",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Your moods changing so rapidly that you don’t know what you are going to feel from one minute to the next,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Feeling that other people, objects, or the world around you are not real",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Being angry that your life is ruined,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hearing a voice in your head and, at the same time, seeing an image of that ‘person’ or of that voice",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nobody understands how much you hurt,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Exaggerating the symptoms of a physical illness (that you genuinely have) in order to get sympathy or attention (for example, flu, cold, headache, fever, pain, etc",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Finding yourself lying in bed (on the sofa, etc.) with no memory of how you got there",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Being impulsive,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Not remembering large parts of your childhood after age,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Not being able to keep friends,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feeling disconnected from everything around you,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Having to ‘stretch the truth’ to get your doctor’s (or therapist’s) concern or attention,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Not being able to hear for a while (as if you are deaf) (for no known medical reason,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feeling like you are often different from yourself,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feeling the pain of never being really special to anyone,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Suddenly ‘waking up’ in the middle of doing something (that you were completely unaware you were doing) (for example, vacuuming the carpet, cooking dinner,  spanking the children, driving the car, etc",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hurting yourself so that someone would care or pay attention,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Finding things in your shopping bags, which you don’t remember buying",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
People think that you live “in a world of your own,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feeling that pieces of your past are missing,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immediately forgetting what other people tell you,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Not being sure about what is real (and what is unreal) in your surroundings,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Being so bothered by flashbacks that it is hard to function at work (or it is hard to carry out your daily responsibilities,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Having difficulty walking (for no known medical reason,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switching back and forth between feeling like an adult and feeling like a child,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hearing a voice in your head that wants you to hurt yourself,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"When something upsetting happens, you go blank and lose a chunk of time",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"After a nightmare, you wake up and find yourself not in bed (for example, on the floor, in the closet, etc",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Making decisions too quickly,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feeling very confused about who you really are,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Feeling that important things happened to you earlier in your life, but you cannot remember them",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feeling as if you were looking at the world through a fog so that people and objects felt far away or unclear,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seeing or talking with others who have the same disorder that you have,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Having seizures for which your doctor can find no reason,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Going into trance so much (or for so long) that it interferes with your daily activities and responsibilities,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thinking about how little attention you received from your parents,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hearing a lot of noise or yelling in your head,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hearing voices, which come from unusual places (for example, the air conditioner, the computer, the walls, etc.), that try to tell you what to do",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Words just flowing from your mouth as if they were not in your control,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Listening to someone and realizing that you did not hear part of what he/she said,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudden strong feelings of anger that seem to come from out of nowhere,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feeling that there are large gaps in your memory,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feeling as if you are two different people---one who is going through the motions of daily life and the other who is just watching,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feeling that your surroundings (or other people) were fading away or disappearing,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Having traumatic flashbacks that make you want to inflict pain on yourself,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feeling like some of your behavior isn’t really ‘yours,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Finding something that has been done (for example, the lawn mowed, the kitchen painted, a task at work completed, etc.), that you don’t remember doing---but  knowing that you must be the one who did it",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forgetting where you put something,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desperately wanting to talk to someone about your pain or distress,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feeling the presence of an angry part in your head that tries to control what you do or say,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Your mind blocking or going totally empty,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feeling like time slows down or stops,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bad memories coming into your mind and you can’t get rid of them,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drifting into trance without even realizing that it is happening,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Words come out of your mouth, but you didn’t say them---you don’t know where those words came from",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hearing voices crying in your head,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suddenly finding yourself standing someplace and you can’t remember what you have been doing before that,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Something in your mind interferes when you think about things that you ‘shouldn’t’ think about,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daydreaming,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Being able to remember very little of your past,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Not recognizing yourself in the mirror,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Re-experiencing body sensations from a past traumatic event,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Part of your body (for example, arm, leg, head, etc.) seems to disappear and doesn’t re-appear for several days",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"When something upsetting starts to happen, you ‘go away’ in your mind",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"When you are angry, doing or saying things that you don’t remember (after you calm down",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Exaggerating the symptoms of a psychological illness (that you genuinely have) in order to get sympathy or attention (for example, depression, bulimia, posttraumatic stress disorder, memory blackouts, being suicidal, etc",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Being able to do something really well one time---and then not being able to do it at all at another time,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Feeling like you are ‘inside’ yourself, watching what you are doing",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Not being able to remember important events in your life (for example, your  wedding day, the birth of your child, your grandmother’s funeral, taking your  final exams, etc",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feeling distant or removed from your thoughts and actions,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Things around you seeming to change size or shape,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Having traumatic flashbacks that make you want to die,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feeling that you have multiple personalities,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Being bothered by how much you ‘trance out,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hearing a voice in your head that calls you names (for example, wimp, stupid, whore, slut, bitch, etc",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suddenly realizing that hours have gone by and not knowing what you were doing during that time,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Having to go back and correct mistakes that you made,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poor memory causing serious difficulty for you,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feeling that your vision was suddenly sharper or that colors suddenly seemed more vivid or more intense,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Reliving a past trauma so vividly that you see it, hear it, feel it, smell it, etc",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Your thoughts and feelings are so changeable that you don’t understand yourself,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Going into trance several days in a row,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Not feeling together, not feeling whole",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Having other people (or parts) inside you who have their own names,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Discovering that you have changed your appearance  (for example, cut your hair, or changed  your hairstyle, or changed what you are wearing, or put on cosmetics, etc.) with no memory of having done so",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thoughts coming into your mind that you cannot stop,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Being told about things that you did---that you don’t remember doing and would never do (for example, swearing like a sailor, being very mad, acting like a young child, or being very sexual",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Having trance-like episodes during which you see yourself being taken into a spaceship and experimented on by aliens,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Being bothered or upset by how much you forget,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Exaggerating something bad that once happened to you (for example, rape, military combat, physical or emotional abuse, sexual abuse, mistreatment by our spouse, etc.) in order to get attention or sympathy",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Reliving a traumatic event so totally that you think that a present-day person is actually a person from the trauma (for example, being home with your partner, suddenly  reliving being raped by your alcoholic uncle, and actually thinking that your  partner is your uncle---that is, you see your uncle in front of you instead of seeing your partner",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thinking about nothing,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feeling like you are not the same kind of person all the time,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hearing a voice in your head that wants you to die,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Suddenly finding yourself somewhere odd at home (for example, inside the closet, under a bed, curled up on the floor, etc.) with no knowledge of how you got there",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feeling as if there is something inside you that takes control of your behavior or speech,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Totally forgetting how to do something that you know very well how to do (for example, how to drive, how to read, how to use the computer, how to play the piano, etc",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hearing a voice in your head that keeps talking about AIDS and homosexuals,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feeling that part of your body is disconnected (detached) from the rest of your body,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wishing you knew why you feel and behave the way you do,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hearing sounds from nearby as if they were coming from far away (for no known medical reason,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Having snapshots of past trauma that suddenly flash in your mind,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feeling no pain (when you should have felt pain) (for no known medical reason,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Discovering that you have a significant injury (for example, a cut, or a burn, or many bruises), and having no memory of how it happened",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feeling as if part of your body (or your whole body) has disappeared,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Suddenly finding yourself somewhere (for example, at the beach, at work, in a nightclub, in your car, etc.) with no memory of how you got there",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feeling that there is another person inside you who can come out and speak if it wants,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Being willing to do or say almost anything to get somebody to feel that you are ‘special,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Having nightmares about a trauma from your past,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
People noticing your blank stare and the fact that you are ‘gone,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Being pleased by the concern and sympathy of others when they hear about the traumas that you have suffered,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Coming to’ and finding that you have done something you don’t remember doing (for example, smashed something, cut yourself, cleaned the whole house, etc",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Having thoughts that don’t really seem to belong to you,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Having pain while urinating (for no known medical reason,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Switching back and forth between feeling like a human and feeling like a member of some other species (for example, a cat, a dog, a squirrel, etc",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Having ‘tunnel vision’ (where your visual field narrows down to just a tunnel) (for no known medical reason,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Having difficulty staying out of trance,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Your mood changing rapidly without any reason,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Finding things that you must have written (or drawn), but with no memory of having done so",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Suddenly feeling very small, like a young child",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suddenly not knowing how to do your job,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feeling as if there is a struggle going on inside of you about who you really are,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Your body suddenly feeling as if it isn’t really yours,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Being bothered by flashbacks for several days in a row,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Being confused or puzzled by your emotions,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Not remembering what happens when you drive a familiar route in your car,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Distinct changes in your handwriting,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Very strong feelings (for example, fear, or anger, or emotional pain and hurt) that suddenly go away",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Looking in the mirror and seeing someone other than yourself,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Some thoughts are suddenly ‘taken away from you,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hearing a voice in your head that tells you to “shut up,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
People telling you that you sometimes act so differently that you seem like another person,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switching back and forth between feeling like a man and feeling like a woman,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Having another part inside that has different memories, behaviors, and feelings than you do",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feeling that your feet or hands (or other parts of your body) have changed in size,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
There were times when you ‘came to’ and found pills or a razor blade (or something else to hurt yourself with) in your hand,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finding writings at your home in handwriting that you don’t recognize,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hearing a voice in your head that calls you no good, worthless, or a failure",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Having a very angry part that ‘comes out’ and says and does things that you would never do or say,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feeling like some of your thoughts are removed from your mind---by some force or by some other part of you,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Feeling a struggle inside you about what to think, how to feel, what you should do",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Not remembering where you were the day before,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feeling that another part or entity inside you tries to stop you from doing or saying something,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wishing that someone would finally realize how much you hurt,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I can easily tell if someone else wants to enter a conversation,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I prefer animals to humans,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I try to keep up with the current trends and fashions,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I find it difficult to explain to others things that I understand easily, when they don‚Äôt understand it the first time",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I dream most nights,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I really enjoy caring for other people,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I try to solve my own problems rather than discussing them with others,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I find it hard to know what to do in a social situation,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I am at my best first thing in the morning,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
People often tell me that I went too far in driving my point home in a discussion,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
It doesn‚Äôt bother me too much if I am late meeting a friend,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Friendships and relationships are just too difficult, so I tend not to bother with them",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I would never break a law, no matter how minor",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I often find it difficult to judge if something is rude or polite,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"In a conversation, I tend to focus on my own thoughts rather than on what my listener might be thinking",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I prefer practical jokes to verbal humor,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I live life for today rather than the future,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"When I was a child, I enjoyed cutting up worms to see what would happen",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I can pick up quickly if someone says one thing but means another,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I tend to have very strong opinions about morality,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
It is hard for me to see why some things upset people so much,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I find it easy to put myself in somebody else‚Äôs shoes,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I think that good manners are the most important thing a parent can teach their child,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I like to do things on the spur of the moment,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I am good at predicting how someone will feel,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I am quick to spot when someone in a group is feeling awkward or uncomfortable,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"If I say something that someone else is offended by, I think that that‚Äôs their problem, not mine",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"If anyone asked me if I liked their haircut, I would reply truthfully, even if I didn‚Äôt like it",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I can‚Äôt always see why someone should have felt offended by a remark,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
People often tell me that I am very unpredictable,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I enjoy being the center of attention at any social gathering,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seeing people cry doesn‚Äôt really upset me,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I enjoy having discussions about politics,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I am very blunt, which some people take to be rudeness, even though this is unintentional",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I don‚Äôt find social situations confusing,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other people tell me I am good at understanding how they are feeling and what they are thinking,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"When I talk to people, I tend to talk about their experiences rather than my own",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
It upsets me to see an animal in pain,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I am able to make decisions without being influenced by people‚Äôs feelings,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I can‚Äôt relax until I have done everything I had planned to do that day,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I can easily tell if someone else is interested or bored with what I am saying,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I get upset if I see people suffering on news programs,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Friends usually talk to me about their problems as they say that I am very understanding,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I can sense if I am intruding, even if the other person doesn‚Äôt tell me",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I often start new hobbies, but quickly become bored with them and move on to something else",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
People sometimes tell me that I have gone too far with teasing,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I would be too nervous to go on a big rollercoaster,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Other people often say that I am insensitive, though I don‚Äôt always see why",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"If I see a stranger in a group, I think that it is up to them to make an effort to join in",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I usually stay emotionally detached when watching a film,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I like to be very organized in day-to-day life and often makes lists of the chores I have to do,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I can tune into how someone else feels rapidly and intuitively,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
